sample,ocm_gate,persistent,partial,reverted,n_qc,median_theta,persistent_pct,partial_pct,reverted_pct
E27,DN,1,2,10,13,0.9771791813250954,7.6923076923076925,15.384615384615385,76.92307692307692
E27,DP,856,430,1232,2518,0.6699125680082478,33.995234312946785,17.077045274027004,48.92772041302621
E27,hypoxia_plus,689,395,1451,2535,0.8272658898738106,27.17948717948718,15.581854043392505,57.238658777120314
E29,DN,3,0,9,12,0.947830907335229,25.0,0.0,75.0
E29,DP,807,420,1626,2853,0.8258554297732619,28.286014721345953,14.721345951629864,56.992639327024186
E29,hypoxia_plus,381,219,1148,1748,0.917158806737133,21.79633867276888,12.528604118993135,65.67505720823799
E29,lactate_plus,0,1,11,12,0.9967328056874141,0.0,8.333333333333334,91.66666666666667
