sample,persistent,partial,reverted,n_qc,median_theta,persistent_pct,partial_pct,reverted_pct
E27,1546,827,2693,5066,0.7636087487451502,30.517173312277933,16.324516383734704,53.15831030398736
E29,1191,640,2794,4625,0.8717022204817144,25.751351351351353,13.837837837837839,60.41081081081081
