ocm_gate	n	mean_h	frac_persist	mean_p_away	median_spliced_umi
hypoxia_plus	2535	-0.017044048130814997	0.06863905325443787	0.02815455529540857	8425.0
DN	13	-0.6342410552073099	0.0	0.013274038383333905	20014.0
DP	2518	0.19593234321909112	0.10206513105639396	0.018746493213006355	13598.5
